Contest,ElectionLvl,ElectionType,Grain,Year,PrecinctAddress,Zipcode,City,State,County,RegVoters,REP,DEM,WRI,OVER,UNDER,RegVoterFinal,RegVoterCngRate,RepRegRate,RepRegVoterParticipation,RepRegVoterFinalParticipation,RepRegVoterParticipationCng,RepRegVoterSpecificParticipation,DemRegRate,DemRegVoterParticipation,DemRegVoterFinalParticipation,DemRegVoterParticipationCng,DemRegVoterSpecificParticipation,TotalParticipationRate,TotalFinalParticipationRate,RegNpaRate,NativeAmerican,AsianPacIsl,AfricanAmerican,Hispanic,White,Other,Multi,Unk,Male,Female,GenderUnk,Active,Inactive,CPF,DemReg,ECO,GRE,IND,LPF,NpaReg,PSL,REF,RepReg,under25,btwn2544,btwn4564,over65
U.S. Senate,Federal,General,Precinct,2018,7504 Riverview Dr,33578,Riverview,FL,Hillsborough,4524,1084,1635,2,0,18,2724,1.66,0.27,0.24,0.40,0.16,1.47,0.38,0.36,0.60,0.24,1.56,0.60,1.00,0.34,10,90,576,488,1436,39,22,63,1219,1433,72,2541,183,0,1045,0,1,17,7,915,0,1,738,290,1173,944,317
U.S. Senate,Federal,General,Precinct,2018,8626 US Highway 301 S,33578,Riverview,FL,Hillsborough,1550,402,536,3,0,6,870,1.78,0.32,0.26,0.46,0.20,1.45,0.35,0.35,0.62,0.27,1.76,0.61,1.08,0.32,2,24,155,159,474,19,9,28,432,412,26,840,30,0,305,0,0,4,5,278,0,0,278,97,358,285,130
U.S. Senate,Federal,General,Precinct,2018,11525 Big Bend Rd,33579,Riverview,FL,Hillsborough,5697,1388,2271,13,2,12,3271,1.74,0.27,0.24,0.42,0.18,1.56,0.42,0.40,0.69,0.30,1.66,0.64,1.12,0.30,9,117,850,610,1533,48,32,72,1475,1719,77,3111,160,2,1370,0,1,21,10,980,0,0,887,380,1379,1189,323
U.S. Senate,Federal,General,Precinct,2018,13011 Summerfield Blvd,33579,Riverview,FL,Hillsborough,9886,2402,3487,33,0,19,5965,1.66,0.29,0.24,0.40,0.16,1.37,0.39,0.35,0.58,0.23,1.49,0.60,0.99,0.30,24,171,1320,1082,3077,90,58,143,2728,3118,119,5612,353,0,2344,0,2,29,18,1812,2,0,1758,696,2351,2190,728
U.S. Senate,Federal,General,Precinct,2018,1630 US Highway 41 S,33570,Ruskin,FL,Hillsborough,1465,551,337,2,0,11,896,1.64,0.40,0.38,0.61,0.24,1.56,0.30,0.23,0.38,0.15,1.25,0.61,0.99,0.30,4,6,5,88,778,5,1,9,398,492,6,846,50,0,269,0,0,4,0,269,0,0,354,42,95,249,510
U.S. Senate,Federal,General,Precinct,2018,1807 Gangway Loop,33570,Ruskin,FL,Hillsborough,2009,667,481,13,0,11,1186,1.69,0.36,0.33,0.56,0.23,1.57,0.32,0.24,0.41,0.17,1.25,0.57,0.97,0.31,6,11,71,182,892,8,2,14,551,610,25,1098,88,0,385,0,0,3,1,371,0,1,425,128,232,406,420
U.S. Senate,Federal,General,Precinct,2018,410 30th St SE,33570,Ruskin,FL,Hillsborough,10061,2723,3091,23,0,23,5712,1.76,0.31,0.27,0.48,0.21,1.55,0.37,0.31,0.54,0.23,1.45,0.58,1.02,0.31,25,137,1052,1086,3151,83,52,126,2641,2931,140,5386,326,2,2133,0,1,26,25,1767,0,1,1757,698,2273,2088,653
U.S. Senate,Federal,General,Precinct,2018,901 6th St SE,33570,Ruskin,FL,Hillsborough,4286,962,1232,8,1,13,2628,1.63,0.26,0.22,0.37,0.14,1.39,0.39,0.29,0.47,0.18,1.20,0.51,0.83,0.34,11,26,446,716,1329,23,20,57,1195,1365,68,2489,139,0,1024,0,1,8,7,897,0,0,691,389,971,901,367
U.S. Senate,Federal,General,Precinct,2018,1104 N Kingsway Rd,33584,Seffner,FL,Hillsborough,1558,421,405,2,0,9,1022,1.52,0.30,0.27,0.41,0.14,1.35,0.40,0.26,0.40,0.14,0.99,0.53,0.81,0.29,4,16,161,160,634,13,11,23,461,542,19,924,98,0,410,0,1,2,4,294,0,0,311,143,307,408,164
U.S. Senate,Federal,General,Precinct,2018,11717 Clay Pit Rd,33584,Seffner,FL,Hillsborough,2848,797,767,3,1,6,1942,1.47,0.28,0.28,0.41,0.13,1.46,0.40,0.27,0.39,0.13,0.99,0.55,0.81,0.32,11,33,295,304,1214,11,16,58,851,1033,58,1744,198,0,773,0,1,4,4,614,0,0,546,263,643,698,338
U.S. Senate,Federal,General,Precinct,2018,1310 S Kingsway Rd,33584,Seffner,FL,Hillsborough,4618,1609,1441,10,2,19,3019,1.53,0.38,0.35,0.53,0.18,1.40,0.37,0.31,0.48,0.17,1.30,0.66,1.01,0.25,10,102,445,303,2042,30,17,70,1437,1513,69,2846,173,1,1108,0,3,6,7,747,0,1,1146,319,846,1309,545
U.S. Senate,Federal,General,Precinct,2018,4450 County Road 579,33584,Seffner,FL,Hillsborough,3539,784,1044,6,0,7,2463,1.44,0.26,0.22,0.32,0.10,1.20,0.42,0.29,0.42,0.13,1.01,0.52,0.74,0.31,16,23,481,438,1381,24,24,76,1037,1352,74,2086,377,0,1032,0,0,5,4,771,0,0,651,353,877,794,439
U.S. Senate,Federal,General,Precinct,2018,501 S Kingsway Rd,33584,Seffner,FL,Hillsborough,4305,1437,1292,9,0,16,2894,1.49,0.36,0.33,0.50,0.16,1.37,0.36,0.30,0.45,0.15,1.24,0.63,0.94,0.27,12,84,360,362,1931,37,27,81,1360,1461,73,2768,126,0,1046,0,1,14,3,778,0,2,1050,310,843,1212,529
U.S. Senate,Federal,General,Precinct,2018,6720 C R 579 N,33584,Seffner,FL,Hillsborough,2544,629,838,7,1,11,1714,1.48,0.25,0.25,0.37,0.12,1.49,0.43,0.33,0.49,0.16,1.13,0.58,0.86,0.31,4,53,447,142,992,21,9,46,791,875,48,1536,178,0,741,0,2,6,6,536,0,1,422,203,465,696,350
U.S. Senate,Federal,General,Precinct,2018,1009 N Pebble Beach Blvd,33573,Sun City Center,FL,Hillsborough,2105,953,667,6,0,13,1379,1.53,0.46,0.45,0.69,0.24,1.51,0.32,0.32,0.48,0.17,1.53,0.77,1.17,0.22,5,12,18,45,1290,3,0,6,580,790,9,1308,71,0,435,0,0,3,0,309,0,1,631,14,35,286,1044
U.S. Senate,Federal,General,Precinct,2018,101 Trinity Lakes Dr,33573,Sun City Center,FL,Hillsborough,1739,801,423,5,0,6,1133,1.53,0.51,0.46,0.71,0.25,1.40,0.27,0.24,0.37,0.13,1.36,0.70,1.08,0.21,4,9,11,35,1056,4,2,12,487,629,17,1066,67,1,311,0,1,6,7,233,0,0,574,48,145,327,613
U.S. Senate,Federal,General,Precinct,2018,1010 American Eagle Blvd,33573,Sun City Center,FL,Hillsborough,626,269,200,0,0,9,397,1.58,0.56,0.43,0.68,0.25,1.21,0.25,0.32,0.50,0.18,2.04,0.75,1.18,0.19,3,2,2,1,386,0,0,3,158,239,0,386,11,0,98,0,0,1,0,76,0,0,222,0,0,5,392
U.S. Senate,Federal,General,Precinct,2018,1239 Del Webb Blvd,33573,Sun City Center,FL,Hillsborough,1059,490,339,1,0,13,693,1.53,0.48,0.46,0.71,0.24,1.48,0.29,0.32,0.49,0.17,1.67,0.78,1.20,0.22,2,6,4,24,653,3,0,1,299,388,6,653,40,0,203,0,0,6,1,153,0,0,330,3,14,136,540
U.S. Senate,Federal,General,Precinct,2018,1900 Clubhouse Dr,33573,Sun City Center,FL,Hillsborough,6639,2894,2219,15,3,51,4179,1.59,0.43,0.44,0.69,0.26,1.61,0.31,0.33,0.53,0.20,1.69,0.77,1.22,0.25,4,43,49,106,3921,16,7,33,1679,2461,39,3981,198,1,1315,1,2,26,3,1028,0,0,1803,22,71,661,3425
U.S. Senate,Federal,General,Precinct,2018,1910 S Pebble Beach Blvd,33573,Sun City Center,FL,Hillsborough,3732,1963,1171,9,0,24,2332,1.60,0.52,0.53,0.84,0.32,1.61,0.23,0.31,0.50,0.19,2.21,0.84,1.34,0.24,9,18,32,37,2202,15,3,16,1034,1274,24,2253,79,1,530,0,0,17,3,564,0,0,1217,14,32,484,1802
U.S. Senate,Federal,General,Precinct,2018,702 Del Webb Blvd W,33573,Sun City Center,FL,Hillsborough,5225,2027,1658,9,0,18,3219,1.62,0.42,0.39,0.63,0.24,1.49,0.32,0.32,0.52,0.20,1.63,0.71,1.14,0.25,8,41,312,248,2527,14,19,50,1390,1781,48,3097,122,0,1018,0,2,20,4,814,0,0,1361,164,576,739,1740
U.S. Senate,Federal,General,Precinct,2018,1207 N Jefferson St,33602,Tampa,FL,Hillsborough,1969,289,586,1,0,11,1318,1.49,0.24,0.15,0.22,0.07,0.90,0.34,0.30,0.44,0.15,1.33,0.44,0.66,0.42,4,22,100,128,718,13,13,320,387,588,343,930,388,0,442,0,0,2,6,548,0,0,320,785,234,85,214
U.S. Senate,Federal,General,Precinct,2018,2708 N Central Ave,33602,Tampa,FL,Hillsborough,2313,176,973,7,0,16,1515,1.53,0.09,0.08,0.12,0.04,1.31,0.64,0.42,0.64,0.22,1.00,0.50,0.76,0.26,5,11,742,235,396,13,15,98,644,792,79,1318,197,1,975,0,0,4,3,398,0,0,134,247,632,472,164
U.S. Senate,Federal,General,Precinct,2018,400 E Harrison St,33602,Tampa,FL,Hillsborough,764,142,407,0,0,9,429,1.78,0.23,0.19,0.33,0.15,1.45,0.52,0.53,0.95,0.42,1.83,0.72,1.28,0.25,1,5,71,111,224,8,3,6,211,207,11,375,54,0,222,0,0,0,1,108,0,0,98,44,151,113,121
U.S. Senate,Federal,General,Precinct,2018,601 E Kennedy Blvd,33602,Tampa,FL,Hillsborough,2071,300,348,1,0,5,1257,1.65,0.43,0.14,0.24,0.09,0.56,0.26,0.17,0.28,0.11,1.05,0.31,0.52,0.31,3,35,199,104,818,26,13,59,667,556,34,1071,186,0,332,0,1,0,3,385,0,1,535,75,470,588,124
U.S. Senate,Federal,General,Precinct,2018,701 Channelside Dr,33602,Tampa,FL,Hillsborough,3579,1259,1231,5,1,18,2168,1.65,0.44,0.35,0.58,0.23,1.31,0.25,0.34,0.57,0.22,2.23,0.70,1.15,0.29,3,76,70,172,1754,31,14,48,1062,1068,38,1959,209,0,551,0,1,10,5,638,0,0,963,174,859,830,305
U.S. Senate,Federal,General,Precinct,2018,4711 N Central Ave,33603,Tampa,FL,Hillsborough,2786,628,1287,7,1,12,1816,1.53,0.25,0.23,0.35,0.12,1.37,0.51,0.46,0.71,0.25,1.40,0.69,1.05,0.24,5,13,213,299,1195,23,7,61,832,931,53,1720,96,0,920,0,1,3,4,428,0,1,459,137,627,675,377
U.S. Senate,Federal,General,Precinct,2018,5101 N Rome Ave,33603,Tampa,FL,Hillsborough,2785,676,1102,4,0,19,1875,1.49,0.25,0.24,0.36,0.12,1.42,0.52,0.40,0.59,0.19,1.14,0.64,0.95,0.23,1,20,211,494,1055,19,9,66,803,1015,57,1723,152,0,968,0,0,5,3,423,0,0,476,163,551,663,498
U.S. Senate,Federal,General,Precinct,2018,5103 N Central Ave,33603,Tampa,FL,Hillsborough,3003,530,1497,6,1,20,1930,1.56,0.21,0.18,0.27,0.10,1.29,0.53,0.50,0.78,0.28,1.47,0.67,1.05,0.25,7,22,215,247,1347,25,9,58,899,984,47,1810,120,0,1016,0,3,8,5,487,1,0,410,177,805,671,277
U.S. Senate,Federal,General,Precinct,2018,5201 N Armenia Ave,33603,Tampa,FL,Hillsborough,2919,419,946,9,2,14,1873,1.56,0.18,0.14,0.22,0.08,1.22,0.50,0.32,0.51,0.18,1.02,0.47,0.73,0.32,4,53,255,838,586,37,19,81,813,972,88,1666,207,0,928,1,0,1,6,594,0,0,343,247,647,584,395
U.S. Senate,Federal,General,Precinct,2018,5609 N Albany Ave,33603,Tampa,FL,Hillsborough,2511,492,848,5,0,14,1663,1.51,0.25,0.20,0.30,0.10,1.19,0.47,0.34,0.51,0.17,1.08,0.53,0.81,0.27,5,22,174,622,724,27,10,79,717,875,70,1539,124,1,786,0,4,4,8,448,0,0,412,180,488,619,376
U.S. Senate,Federal,General,Precinct,2018,1000 E Eskimo Ave,33604,Tampa,FL,Hillsborough,3161,178,1038,2,2,27,2069,1.53,0.07,0.06,0.09,0.03,1.22,0.65,0.33,0.50,0.17,0.77,0.38,0.59,0.27,18,12,1130,353,410,24,25,97,825,1147,97,1772,297,0,1351,0,0,0,5,567,0,0,146,394,774,634,267
U.S. Senate,Federal,General,Precinct,2018,110 E Kirby St,33604,Tampa,FL,Hillsborough,1443,249,676,2,2,11,1004,1.44,0.18,0.17,0.25,0.08,1.35,0.53,0.47,0.67,0.20,1.26,0.64,0.92,0.27,7,18,151,124,653,14,9,28,485,495,24,881,123,0,536,0,4,5,6,269,0,0,184,106,377,358,163
U.S. Senate,Federal,General,Precinct,2018,1100 W Sligh Ave,33604,Tampa,FL,Hillsborough,3467,693,1112,8,0,28,2273,1.53,0.23,0.20,0.30,0.10,1.30,0.45,0.32,0.49,0.17,1.08,0.52,0.79,0.31,7,59,150,780,1136,23,12,106,1032,1139,102,2140,133,1,1028,0,3,3,9,695,0,1,533,261,712,878,422
U.S. Senate,Federal,General,Precinct,2018,5800 N Central Ave,33604,Tampa,FL,Hillsborough,2383,527,1197,5,0,15,1607,1.48,0.23,0.22,0.33,0.11,1.41,0.50,0.50,0.74,0.24,1.49,0.72,1.07,0.25,4,15,70,152,1297,17,3,49,734,832,41,1506,101,1,802,0,4,10,9,406,0,0,375,106,639,625,237
U.S. Senate,Federal,General,Precinct,2018,6918 N Florida Ave,33604,Tampa,FL,Hillsborough,2392,381,996,5,0,12,1524,1.57,0.19,0.16,0.25,0.09,1.35,0.52,0.42,0.65,0.24,1.25,0.58,0.90,0.28,6,12,304,355,768,12,14,53,677,797,50,1374,150,0,799,1,3,8,6,425,0,0,282,188,579,515,242
U.S. Senate,Federal,General,Precinct,2018,801 E Hillsborough Ave,33604,Tampa,FL,Hillsborough,3836,482,1854,10,0,36,2441,1.57,0.14,0.13,0.20,0.07,1.38,0.59,0.48,0.76,0.28,1.28,0.61,0.96,0.26,12,19,705,333,1196,26,25,125,1110,1232,99,2272,169,0,1443,0,0,7,9,632,0,0,350,279,969,829,364
U.S. Senate,Federal,General,Precinct,2018,8116 N 37th St,33604,Tampa,FL,Hillsborough,1561,186,651,5,1,15,1048,1.49,0.15,0.12,0.18,0.06,1.19,0.62,0.42,0.62,0.20,1.00,0.54,0.80,0.22,3,33,480,163,308,12,8,41,450,557,41,944,104,0,649,0,3,2,2,235,0,1,156,113,328,427,180
U.S. Senate,Federal,General,Precinct,2018,8220 N Florida Ave,33604,Tampa,FL,Hillsborough,335,37,170,2,0,10,224,1.50,0.08,0.11,0.17,0.05,1.95,0.77,0.51,0.76,0.25,0.99,0.62,0.92,0.15,2,0,62,134,19,1,0,6,96,122,6,190,34,0,172,0,0,0,0,33,0,0,19,0,9,68,147
U.S. Senate,Federal,General,Precinct,2018,1200 E Lake Ave,33605,Tampa,FL,Hillsborough,2456,191,1008,4,2,22,1660,1.48,0.10,0.08,0.12,0.04,1.14,0.66,0.41,0.61,0.20,0.93,0.49,0.72,0.24,9,11,741,410,366,19,19,85,709,860,91,1445,215,0,1089,0,1,3,2,397,0,0,168,212,548,565,335
U.S. Senate,Federal,General,Precinct,2018,2101 Lowe St,33605,Tampa,FL,Hillsborough,1018,68,454,2,0,9,629,1.62,0.07,0.07,0.11,0.04,1.58,0.72,0.45,0.72,0.28,1.00,0.51,0.83,0.21,9,4,359,131,76,12,8,30,219,383,27,554,75,0,454,0,1,0,1,130,0,0,43,81,189,155,204
U.S. Senate,Federal,General,Precinct,2018,2101 Lowe Street,33605,Tampa,FL,Hillsborough,1854,195,865,4,0,12,1225,1.51,0.12,0.11,0.16,0.05,1.29,0.61,0.47,0.71,0.24,1.16,0.57,0.87,0.26,3,9,506,186,447,14,15,45,530,648,47,1048,177,1,746,0,0,5,5,317,0,0,151,149,442,406,228
U.S. Senate,Federal,General,Precinct,2018,2224 Corrine St,33605,Tampa,FL,Hillsborough,990,163,287,1,0,7,640,1.55,0.18,0.16,0.25,0.09,1.42,0.49,0.29,0.45,0.16,0.91,0.45,0.70,0.32,3,2,58,288,247,11,6,25,294,317,29,596,44,0,316,0,0,1,1,207,0,0,115,91,201,218,130
U.S. Senate,Federal,General,Precinct,2018,2511 E Columbus Dr,33605,Tampa,FL,Hillsborough,4496,259,2048,13,0,24,2888,1.56,0.08,0.06,0.09,0.03,1.16,0.69,0.46,0.71,0.25,1.03,0.51,0.80,0.23,14,27,1567,372,689,48,33,138,1283,1465,140,2518,370,0,1989,0,4,4,10,657,0,0,224,409,1145,889,445
U.S. Senate,Federal,General,Precinct,2018,1006 W Cypress St,33606,Tampa,FL,Hillsborough,4138,647,1742,12,0,34,2518,1.64,0.20,0.16,0.26,0.10,1.27,0.49,0.42,0.69,0.27,1.40,0.58,0.95,0.30,7,39,837,225,1244,37,29,100,1183,1243,91,2216,302,0,1244,0,1,11,6,744,1,0,511,465,1104,665,284
U.S. Senate,Federal,General,Precinct,2018,302 W Kennedy Blvd,33606,Tampa,FL,Hillsborough,3471,930,1416,8,0,11,2189,1.59,0.32,0.27,0.42,0.16,1.31,0.32,0.41,0.65,0.24,2.00,0.68,1.07,0.34,5,80,132,198,1655,48,14,57,1199,935,55,1766,423,0,709,0,3,16,14,739,0,0,708,249,1287,550,103
U.S. Senate,Federal,General,Precinct,2018,821 S Rome Ave,33606,Tampa,FL,Hillsborough,7440,2553,2879,10,0,38,4844,1.54,0.43,0.34,0.53,0.18,1.23,0.31,0.39,0.59,0.21,1.92,0.73,1.12,0.25,13,112,75,229,4230,62,27,96,2361,2390,93,4444,400,0,1497,0,3,17,23,1220,0,0,2084,486,1903,1823,632
U.S. Senate,Federal,General,Precinct,2018,97 Biscayne Ave,33606,Tampa,FL,Hillsborough,1234,578,417,1,0,7,853,1.45,0.47,0.47,0.68,0.21,1.43,0.33,0.34,0.49,0.15,1.47,0.81,1.17,0.19,0,15,3,50,762,6,1,16,423,416,14,806,47,0,284,0,0,2,3,160,0,0,404,80,187,432,154
U.S. Senate,Federal,General,Precinct,2018,97 Columbia Dr,33606,Tampa,FL,Hillsborough,3060,1170,1125,3,1,17,2034,1.50,0.43,0.38,0.58,0.19,1.35,0.33,0.37,0.55,0.19,1.68,0.75,1.13,0.24,5,43,36,103,1775,16,9,47,986,1012,36,1911,123,0,670,0,0,7,5,487,0,0,865,184,540,856,454
U.S. Senate,Federal,General,Precinct,2018,1615 N Hubert Ave,33607,Tampa,FL,Hillsborough,3153,509,1364,3,1,17,1938,1.63,0.19,0.16,0.26,0.10,1.39,0.51,0.43,0.70,0.27,1.39,0.59,0.97,0.29,8,63,746,182,819,37,20,63,877,1005,56,1744,194,0,984,0,0,11,6,571,0,0,366,307,858,496,277
U.S. Senate,Federal,General,Precinct,2018,1801 N Lincoln Ave,33607,Tampa,FL,Hillsborough,4632,885,1628,8,0,35,3196,1.45,0.22,0.19,0.28,0.09,1.29,0.51,0.35,0.51,0.16,1.00,0.54,0.79,0.27,3,38,415,1432,1104,50,21,133,1392,1662,141,2908,288,0,1636,0,1,8,5,858,0,0,688,359,924,990,923
U.S. Senate,Federal,General,Precinct,2018,2312 W Union St,33607,Tampa,FL,Hillsborough,1792,95,865,5,0,17,1240,1.45,0.07,0.05,0.08,0.02,1.03,0.68,0.48,0.70,0.21,1.03,0.54,0.77,0.24,1,4,800,191,141,5,10,88,491,685,64,1000,240,0,843,0,1,3,0,301,0,0,92,209,468,351,212
U.S. Senate,Federal,General,Precinct,2018,4120 N MacDill Ave,33607,Tampa,FL,Hillsborough,2898,638,989,5,1,11,1949,1.49,0.25,0.22,0.33,0.11,1.32,0.50,0.34,0.51,0.17,1.01,0.56,0.83,0.24,6,32,183,862,767,25,14,60,838,1046,65,1778,171,0,982,0,1,5,4,475,0,0,482,163,523,574,689
U.S. Senate,Federal,General,Precinct,2018,305 N Manhattan Ave,33609,Tampa,FL,Hillsborough,2888,746,978,12,0,23,1819,1.59,0.33,0.26,0.41,0.15,1.25,0.36,0.34,0.54,0.20,1.51,0.60,0.95,0.30,3,59,128,252,1278,31,15,53,862,912,45,1629,190,0,648,0,2,11,9,550,0,0,599,182,675,659,303
U.S. Senate,Federal,General,Precinct,2018,3315 W Lemon St,33609,Tampa,FL,Hillsborough,5256,1319,2075,11,2,25,3536,1.49,0.29,0.25,0.37,0.12,1.27,0.43,0.39,0.59,0.19,1.35,0.65,0.96,0.26,5,80,320,593,2360,46,26,106,1581,1855,100,3167,369,0,1533,0,4,14,11,936,1,1,1036,408,1355,1033,740
U.S. Senate,Federal,General,Precinct,2018,501 S Dale Mabry Hwy,33609,Tampa,FL,Hillsborough,3420,1366,1170,4,0,16,2250,1.52,0.47,0.40,0.61,0.21,1.29,0.33,0.34,0.52,0.18,1.59,0.74,1.13,0.20,2,58,43,166,1898,25,10,48,1062,1142,46,2154,96,0,736,0,0,6,7,446,0,0,1055,199,676,932,443
U.S. Senate,Federal,General,Precinct,2018,821 S Dale Mabry Hwy,33609,Tampa,FL,Hillsborough,2858,1265,882,4,1,15,1976,1.45,0.52,0.44,0.64,0.20,1.22,0.29,0.31,0.45,0.14,1.56,0.75,1.09,0.18,1,56,38,136,1667,28,10,40,932,998,46,1895,81,1,564,0,0,5,7,363,0,0,1036,189,517,828,442
U.S. Senate,Federal,General,Precinct,2018,10201 E US Highway 92,33610,Tampa,FL,Hillsborough,3154,535,968,11,1,11,2127,1.48,0.21,0.17,0.25,0.08,1.22,0.45,0.31,0.46,0.15,1.00,0.48,0.71,0.33,6,27,461,388,1106,36,30,73,907,1160,60,1779,348,0,967,0,3,8,6,704,0,2,437,323,813,738,253
U.S. Senate,Federal,General,Precinct,2018,2101 E M L K Jr Blvd,33610,Tampa,FL,Hillsborough,3619,103,1703,11,0,34,2367,1.53,0.04,0.03,0.04,0.02,1.12,0.74,0.47,0.72,0.25,0.97,0.50,0.76,0.21,13,8,1768,218,162,20,19,159,860,1372,135,2152,215,0,1762,0,2,4,2,505,0,0,92,370,852,748,397
U.S. Senate,Federal,General,Precinct,2018,3310 E Lake Ave,33610,Tampa,FL,Hillsborough,3044,70,1478,6,1,26,1987,1.53,0.03,0.02,0.04,0.01,1.04,0.79,0.49,0.74,0.26,0.94,0.51,0.78,0.17,6,1,1659,95,99,16,13,98,764,1134,89,1838,149,0,1573,0,3,2,1,340,0,1,67,309,625,679,374
U.S. Senate,Federal,General,Precinct,2018,5019 N 34th St,33610,Tampa,FL,Hillsborough,3582,96,1732,7,0,25,2309,1.55,0.03,0.03,0.04,0.01,1.20,0.80,0.48,0.75,0.27,0.94,0.51,0.79,0.16,11,5,1873,167,85,18,15,135,847,1354,108,2155,154,0,1844,0,0,5,0,380,0,0,80,356,732,748,473
U.S. Senate,Federal,General,Precinct,2018,5706 N 40th St,33610,Tampa,FL,Hillsborough,3716,163,1696,13,0,25,2474,1.50,0.06,0.04,0.07,0.02,1.14,0.75,0.46,0.69,0.23,0.91,0.50,0.75,0.19,3,19,1828,246,193,19,22,144,924,1424,126,2218,256,0,1860,1,0,1,1,468,0,0,143,379,873,731,491
U.S. Senate,Federal,General,Precinct,2018,6304 N 30th St,33610,Tampa,FL,Hillsborough,3530,214,1757,12,2,31,2425,1.46,0.07,0.06,0.09,0.03,1.19,0.74,0.50,0.72,0.23,0.98,0.56,0.81,0.18,11,10,1597,200,431,32,16,128,974,1347,104,2250,175,1,1791,0,2,4,5,440,0,2,180,294,763,802,566
U.S. Senate,Federal,General,Precinct,2018,6400 N 15th St,33610,Tampa,FL,Hillsborough,1453,251,639,1,0,4,973,1.49,0.20,0.17,0.26,0.09,1.32,0.51,0.44,0.66,0.22,1.28,0.61,0.91,0.28,1,15,149,137,607,15,8,41,444,500,29,855,118,0,499,0,2,2,6,274,0,0,190,87,367,372,147
U.S. Senate,Federal,General,Precinct,2018,7217 Kingsbury CIr,33610,Tampa,FL,Hillsborough,547,149,171,1,0,5,362,1.51,0.27,0.27,0.41,0.14,1.55,0.46,0.31,0.47,0.16,1.03,0.59,0.88,0.27,1,3,69,48,230,3,3,5,159,191,12,339,23,0,166,0,0,0,1,99,0,0,96,48,99,127,88
U.S. Senate,Federal,General,Precinct,2018,7225 E Chelsea St,33610,Tampa,FL,Hillsborough,5062,585,1950,10,0,32,3370,1.50,0.15,0.12,0.17,0.06,1.19,0.57,0.39,0.58,0.19,1.01,0.50,0.75,0.27,10,57,1406,528,1108,67,37,157,1365,1845,160,2986,384,1,1935,0,3,10,10,919,0,0,492,528,1244,1091,507
U.S. Senate,Federal,General,Precinct,2018,3600 W Ballast Point Blvd,33611,Tampa,FL,Hillsborough,4836,1460,1571,11,2,22,3237,1.49,0.34,0.30,0.45,0.15,1.32,0.35,0.32,0.49,0.16,1.39,0.63,0.94,0.30,14,121,302,265,2377,48,24,86,1525,1629,83,2927,310,1,1127,0,1,7,11,987,0,0,1103,236,1170,1284,547
U.S. Senate,Federal,General,Precinct,2018,3616 W Gandy Blvd,33611,Tampa,FL,Hillsborough,2136,792,806,5,0,15,1439,1.48,0.44,0.37,0.55,0.18,1.24,0.33,0.38,0.56,0.18,1.67,0.75,1.11,0.22,3,29,27,80,1251,19,9,21,676,740,23,1343,96,0,482,0,1,2,5,311,0,1,637,118,451,593,277
U.S. Senate,Federal,General,Precinct,2018,3910 S Manhattan Ave,33611,Tampa,FL,Hillsborough,1992,609,655,4,0,24,1337,1.49,0.33,0.31,0.46,0.15,1.40,0.37,0.33,0.49,0.16,1.33,0.63,0.95,0.29,6,34,54,136,1049,17,7,34,618,688,31,1181,156,0,492,0,2,5,9,393,0,0,436,140,474,413,310
U.S. Senate,Federal,General,Precinct,2018,4020 S Manhattan Ave,33611,Tampa,FL,Hillsborough,7517,2716,2497,12,2,61,5086,1.48,0.41,0.36,0.53,0.17,1.30,0.34,0.33,0.49,0.16,1.45,0.69,1.02,0.24,15,103,200,407,4163,57,28,113,2323,2659,104,4755,331,1,1727,0,0,7,19,1237,1,0,2094,444,1578,1955,1109
U.S. Senate,Federal,General,Precinct,2018,5212 Interbay Blvd,33611,Tampa,FL,Hillsborough,2248,842,781,6,0,15,1469,1.53,0.42,0.37,0.57,0.20,1.36,0.33,0.35,0.53,0.18,1.60,0.72,1.10,0.24,3,29,51,81,1254,15,6,30,641,798,30,1363,106,0,489,0,1,2,3,356,0,0,618,93,477,535,364
U.S. Senate,Federal,General,Precinct,2018,6202 S MacDill Ave,33611,Tampa,FL,Hillsborough,2336,812,805,4,0,13,1533,1.52,0.42,0.35,0.53,0.18,1.27,0.32,0.34,0.53,0.18,1.63,0.69,1.05,0.25,4,40,83,109,1226,15,15,41,710,792,31,1400,133,0,495,0,2,10,5,382,0,0,639,121,512,643,257
U.S. Senate,Federal,General,Precinct,2018,10401 N Florida Ave,33612,Tampa,FL,Hillsborough,837,97,218,3,0,6,540,1.55,0.14,0.12,0.18,0.06,1.28,0.51,0.26,0.40,0.14,0.79,0.38,0.58,0.34,3,3,156,154,171,15,6,32,241,266,33,466,74,0,276,0,0,1,0,186,1,0,76,84,181,201,74
U.S. Senate,Federal,General,Precinct,2018,10902 N Armenia Ave,33612,Tampa,FL,Hillsborough,3063,911,1038,9,0,17,2039,1.50,0.34,0.30,0.45,0.15,1.32,0.40,0.34,0.51,0.17,1.28,0.64,0.96,0.25,6,24,103,293,1534,20,8,51,916,1077,46,1961,78,0,811,0,6,5,6,519,0,1,691,196,551,809,483
U.S. Senate,Federal,General,Precinct,2018,11001 N 15th St,33612,Tampa,FL,Hillsborough,3617,328,1264,4,1,27,2407,1.50,0.12,0.09,0.14,0.05,1.15,0.61,0.35,0.53,0.18,0.86,0.44,0.66,0.27,11,27,982,649,576,37,20,105,1015,1298,94,2080,327,0,1473,1,1,3,5,640,0,0,284,379,853,779,396
